name,category,latitude,longitude,cluster_label,is_hotspot
Unknown,parking,28.613574212358667,77.20073000306414,-1,False
Unknown,parking,28.61502174862283,77.2007691450369,-1,False
Unknown,parking,28.613413874959615,77.20439899068437,-1,False
Unknown,parking,28.614803690360283,77.20450296938206,-1,False
Le Méridien,hotel,28.618744348709054,77.21775181840955,0,True
Unknown,parking,28.668506582823852,77.22956609632554,7,False
Unknown,parking,28.66223519135759,77.18624257438123,-1,False
Shangri-La Hotel,hotel,28.6215031676028,77.22385153956316,-1,False
Unknown,parking,28.612009173140798,77.207266593794,0,True
Unknown,parking,28.611697672504278,77.20671126536713,0,True
Unknown,parking,28.65514620939289,77.21637682201899,2,False
Hari Piorko,hotel,28.64096621048678,77.21415474370522,0,True
Manav Sthali School,other,28.632954866202223,77.18369729477958,-1,False
Chaudhary Eye Centre,other,28.642035936158123,77.24367443216191,2,False
School of planning and architecure,other,28.632678969528435,77.24601297771913,-1,False
New Delhi Railway Station (Ajmeri Gate),bus_station,28.64261351290085,77.22358507555161,0,True
Unknown,parking,28.64193991518845,77.22324635747874,0,True
Unknown,parking,28.641054529863485,77.222914919293,0,True
Unknown,parking,28.643599139257,77.22224995745893,0,True
Saint Stephen's Hospital,other,28.666154010679403,77.2141572657816,-1,False
Unknown,parking,28.6142218138962,77.27094188180303,-1,False
Unknown,parking,28.6233916384618,77.2693710202372,-1,False
Unknown,parking,28.62315377051452,77.26877411958306,-1,False
Punjabi Dhaba,restaurant,28.66787205,77.2302267,7,False
DTC Kashmere Gate Bus Station,bus_station,28.666706351114268,77.22820130369293,7,False
Omaxe Mall,mall,28.65771106438857,77.23093106053521,2,False
Rams inn,hotel,28.6314801,77.2142618,0,True
Unknown,other,28.669709651616255,77.20559762667548,-1,False
HP,fuel,28.590967735881218,77.22996156334878,-1,False
Mater Dei School,other,28.616443916648382,77.23689886776222,-1,False
Guru Harkrishan Public School,other,28.615829609267227,77.23609920206971,-1,False
"The Oberoi, New Delhi",hotel,28.596482393873693,77.2398045342105,4,False
Unknown,parking,28.666041692023285,77.21510085300581,-1,False
Unknown,parking,28.667125219756922,77.21316298732717,-1,False
Indian Oil,fuel,28.601996259417973,77.23716917978608,4,False
Ramjas School,other,28.64393560575356,77.19264642502132,0,True
Unknown,parking,28.609829218132393,77.23581053206209,1,True
Unknown,parking,28.623804820784283,77.24146217523142,0,True
Unknown,parking,28.669889595568197,77.26485634813609,-1,False
Unknown,parking,28.666297060433745,77.20757974787423,-1,False
Unknown,parking,28.67293772937636,77.17047348816624,-1,False
Unknown,parking,28.665141129860224,77.21655513733026,-1,False
Unknown,parking,28.6666869445741,77.19801547542659,-1,False
Unknown,parking,28.611842351810658,77.2124152740329,0,True
Unknown,parking,28.619123688672218,77.21200897556969,0,True
Unknown,parking,28.61649419553997,77.2127434369315,0,True
Unknown,parking,28.616079412356473,77.21274916239327,0,True
Unknown,parking,28.615639686247295,77.21265659843586,0,True
Unknown,parking,28.676084363559085,77.26413311210564,-1,False
Unknown,parking,28.628698972908968,77.21815379863683,0,True
Unknown,parking,28.61618405211891,77.20638323796874,0,True
Unknown,parking,28.591221595613007,77.23646537825948,-1,False
Unknown,fuel,28.652356634998814,77.268246586069,-1,False
Sai Bhavan School,other,28.652212305047975,77.26770173585186,-1,False
Unknown,other,28.641724172998686,77.18386818451962,0,True
Ram Service Station,fuel,28.614620456295683,77.2405850451833,-1,False
Gulabi Bagh petrol pump,fuel,28.67365933914866,77.18698625665854,-1,False
Murli Wala Kuan Sabzi Bazar,supermarket,28.675124574973694,77.20226992859432,-1,False
Indian Oil,fuel,28.61751416632084,77.20525213658854,0,True
Unknown,restaurant,28.643377344043166,77.17783740618054,0,True
Unknown,parking,28.624221219041914,77.23155466717263,0,True
GGSSS School Playground,other,28.636410549914725,77.27115617054649,-1,False
Unknown,parking,28.5896113741424,77.24876506561006,3,False
Unknown,parking,28.595795804609175,77.25171311016967,-1,False
Unknown,parking,28.594846750000002,77.25286605000001,3,False
Unknown,parking,28.5952889,77.24772425,8,False
Unknown,parking,28.588508099999995,77.24715929999999,3,False
Unknown,parking,28.608193981502524,77.24077213587688,4,False
Unknown,parking,28.626154934456483,77.2375252435847,0,True
Unknown,parking,28.626080689470037,77.2374600652999,0,True
Unknown,parking,28.62611902260132,77.23804960352587,0,True
Unknown,parking,28.626173176359732,77.23787883814406,0,True
Unknown,parking,28.62623510363298,77.23684295024107,0,True
Unknown,parking,28.626262147212465,77.23605129982604,0,True
Unknown,parking,28.627419475842906,77.23527874772192,0,True
Nazar Kanwar Surana Hospital,other,28.67533467408107,77.19086208381312,-1,False
Diwan Chand Arya Senior Secondary School,other,28.58884374875844,77.2244445380406,-1,False
Sondhi Motors,fuel,28.634490329281718,77.2207924323584,0,True
Juggernaut,restaurant,28.629421483935896,77.22606940674959,0,True
19 Dal Chawal Masale,supermarket,28.65724099001487,77.2201944708962,2,False
Unknown,parking,28.591265854607908,77.25540876040371,3,False
Unknown,other,28.591489444781573,77.25559373176958,3,False
Sant Parmanand Hospital,other,28.663193331704548,77.23781404523145,-1,False
Unknown,parking,28.62526475248963,77.23292797322594,0,True
Unknown,parking,28.667898596997734,77.25115860554723,-1,False
Warehouse Café,restaurant,28.633778127012892,77.22103562594687,0,True
Unknown,parking,28.667352745941347,77.25319370831289,-1,False
Unknown,parking,28.632361048996586,77.216340314889,0,True
Unknown,parking,28.634126962559233,77.22076009976523,0,True
Unknown,parking,28.632642769524573,77.22114797031948,0,True
The Connaught,hotel,28.632787298959798,77.21317003836657,0,True
Unknown,parking,28.591878149999996,77.2402932,8,False
Raghubir Singh Junior Modern School,other,28.60393997874125,77.22804894511017,1,True
Indian Oil,fuel,28.67119826396087,77.27089762312424,-1,False
Unknown,parking,28.61115678940789,77.23595775608624,1,True
Unknown,cafe,28.618558076997594,77.24229785898495,-1,False
Unknown,parking,28.62317485038101,77.24228523023869,0,True
Vivek Summit School,other,28.64250867736297,77.17417637410466,0,True
Wok In The Cloud,restaurant,28.63429635490613,77.22010981039675,0,True
Dr. Zombie,restaurant,28.634328821988966,77.22023749473428,0,True
Openhouse Cafe,restaurant,28.634265270488026,77.22042906649028,0,True
Cafe MRP,restaurant,28.634599505738272,77.22063879849335,0,True
Unknown,parking,28.594463305222764,77.24378386231992,8,False
Indian Oil,fuel,28.649849481245827,77.23957467420254,2,False
HP Petrol Pump,fuel,28.60623301620967,77.24056356722755,4,False
Unknown,parking,28.646723350000006,77.1922141,0,True
HP,fuel,28.64457470717251,77.19452000412448,0,True
Unknown,cafe,28.592695000000003,77.2564174,3,False
Unknown,parking,28.620376049999994,77.2096641,0,True
Unknown,parking,28.591502899999995,77.18653355000001,-1,False
Unknown,parking,28.60214425,77.19546534999999,-1,False
Sarvodaya Kanya Vidyalaya,other,28.677508603143313,77.2073072995417,-1,False
Unknown,parking,28.592053636810352,77.1921790530424,-1,False
Unknown,parking,28.63081320325675,77.22278195454676,0,True
Unknown,parking,28.629023501756556,77.22591394758577,0,True
Unknown,parking,28.622142526582973,77.19533855552962,-1,False
Unknown,parking,28.621886961793304,77.19481525551824,-1,False
Unknown,parking,28.61253244672676,77.21287951531974,0,True
Unknown,parking,28.66054729710979,77.22769791842465,2,False
Unknown,parking,28.64591086108929,77.20165895929952,0,True
Bharat Petroleum,fuel,28.63140319929809,77.22181903372005,0,True
Unknown,parking,28.60141445988547,77.1872725945029,5,True
Unknown,parking,28.611966401696343,77.2152487214145,0,True
Unknown,parking,28.59069161418808,77.26031771799599,3,False
Unknown,parking,28.622945344665375,77.2146222291714,0,True
Unknown,parking,28.641498050000006,77.205148,0,True
Ramjas Primary School,other,28.63781827714993,77.21149127544967,0,True
Unknown,parking,28.64249273958017,77.18841883633837,0,True
Unknown,parking,28.622960897254412,77.19726416359406,-1,False
Unknown,parking,28.620645949999997,77.19291905,-1,False
Unknown,parking,28.63346933644817,77.22140303702707,0,True
Unknown,parking,28.631553300630706,77.22204891621566,0,True
Unknown,parking,28.63175304732246,77.22132682586657,0,True
Unknown,parking,28.631979549999997,77.22127889999999,0,True
Third Wave Coffee Roasters,cafe,28.632616104359048,77.22152535656966,0,True
Bharat Petroleum,fuel,28.634866299999995,77.21775985000001,0,True
Unknown,parking,28.6284967694423,77.21688994059957,0,True
Bharat Petroleum,fuel,28.6296595,77.22135554999998,0,True
Unknown,parking,28.6273568,77.21322845000002,0,True
Unknown,parking,28.626056745721044,77.2114141116171,0,True
Unknown,parking,28.627010849999998,77.212792,0,True
Unknown,parking,28.626259390563103,77.21185278345268,0,True
Government Boys Middle School,other,28.65789505471721,77.20371801965376,-1,False
Unknown,parking,28.620217199881157,77.17789773979787,-1,False
Unknown,parking,28.652287886736886,77.21094053920353,0,True
Unknown,parking,28.64058337539452,77.22982795608368,0,True
Unknown,parking,28.668593142056597,77.22806523438082,7,False
Fatehpur Muslim Senior Secondary School,other,28.656680203617622,77.22263005655448,2,False
Dhaula Kuan,bus_station,28.590401991597993,77.16842962357786,6,False
Unknown,parking,28.658943253237744,77.22429527825533,2,False
Unknown,parking,28.65897373801906,77.22412307558785,2,False
Unknown,parking,28.659041850000005,77.2245278,2,False
Sarvodaya Kanya Vidyalaya,other,28.657638261222257,77.23503652295442,2,False
Unknown,parking,28.637850224312693,77.18326584169444,0,True
Saint Xavier's Senior Secondary School,other,28.67170469395791,77.2226849365183,7,False
Unknown,parking,28.638881113367688,77.20801883193235,0,True
Atal Adarsh Prathmik Vidyalaya,other,28.63858009593166,77.2055223801818,0,True
Navyug School,other,28.636096246357187,77.20391147049502,0,True
Unknown,parking,28.591713480181934,77.19616109994894,-1,False
Saint Thomas Girls Senior Secondary School,other,28.63985089038258,77.20313961270766,0,True
Unknown,parking,28.63992290833661,77.2042394901573,0,True
Unknown,parking,28.640232377195765,77.20447280754335,0,True
Unknown,parking,28.639513985762125,77.20394105238172,0,True
Unknown,fuel,28.63861120883609,77.20310300526138,0,True
Raisina Bengali School,other,28.63720899520597,77.20146268052824,0,True
Atal Adarsh Bal Vidyalaya,other,28.63638018369234,77.20031684834204,0,True
Atal Adarsh Vidyalaya,other,28.64214256159641,77.20281914797107,0,True
Unknown,parking,28.672227533786867,77.2487664966136,-1,False
Unknown,parking,28.63866276918729,77.20898804523111,0,True
Palika Parking,parking,28.63137300687756,77.21788553476563,0,True
The Claridges,hotel,28.600631688088725,77.21627047385358,-1,False
Shyama Prasad Vidyalaya,other,28.596688641463526,77.22564088887611,1,True
DTEA Senior Secondary School,other,28.595097961599198,77.22571049654961,1,True
Vidya Bhawan Mahavidyalaya Senior Secondary School,other,28.595143835924855,77.22657893325211,1,True
Unknown,parking,28.600959209097557,77.2376556240579,4,False
Unknown,parking,28.598760855761228,77.23917657504226,4,False
Unknown,parking,28.648486215826882,77.17884984833302,0,True
Unknown,parking,28.61121976597515,77.21241251984834,0,True
Unknown,parking,28.61175845,77.2128358,0,True
Unknown,parking,28.6117296737149,77.2135166216285,0,True
Unknown,parking,28.611386523720505,77.21348812162886,0,True
Unknown,parking,28.611422573714894,77.21281392162848,0,True
Unknown,parking,28.61102052372046,77.2127913716232,0,True
Unknown,parking,28.610995870579025,77.21345384533896,0,True
Unknown,parking,28.60043840027845,77.22316221657069,1,True
Unknown,parking,28.6251797,77.2388251,0,True
Navyug School,other,28.633504551789496,77.20094698269622,0,True
Sant Parmanand Hospital,other,28.677749090933258,77.22422103775924,-1,False
Bal Bharti Public School,other,28.639983146895048,77.19040782843676,0,True
Unknown,parking,28.642498137821107,77.19176545275334,0,True
Unknown,parking,28.59032820856512,77.17515536439781,-1,False
Unknown,parking,28.617683510760685,77.21321114116898,0,True
Bharti Vidya Bhawan,other,28.620669295787707,77.22783529735737,-1,False
Lady Irwin Senior Secondary School,other,28.620223581557102,77.22382113454427,-1,False
MCD Primary Co-Ed School,other,28.66257807014759,77.20680002197192,-1,False
Unknown,parking,28.588285637711376,77.19025159433568,-1,False
Unknown,fuel,28.617884924099254,77.24873942518252,-1,False
Unknown,fuel,28.637927746335514,77.24146652533976,2,False
